video_id,text,likes,date,toxicity,month
dUag-RGvDlQ,Ja das können die grünen lügen und betrügen siehe baerbock und ihr Lebenslauf. Wie kann man nur grün wählen unfassbar.,0,2026-03-09 19:51:31+00:00,toxic,2026-03
dUag-RGvDlQ,"Özi brigt den fast gratissrom.
Alle länder wollen blapperstom.
Blapperstom ist dreck billig. Sonne und  wind machen gratis strom.
Bapperstrom alleine geht nicht gas macht strom.
Blapperstom und gas haben deutsche erfunden.
Strom aus gas.
Eiene  supererfindung.
Deutsche sind hoch überägen. Können einfach aus gas strom machen.
Wir kaufen noch atomstrom aus frankreich.
Kann man eine gas/stom maschine bei euch kaufen
Mit gas stom machen wollen alle schon immer.
Deuutsche können mit gas strom machen. 
Alle sagten ihr habt nur blapperstrom sau teuer.",0,2026-03-09 19:23:51+00:00,toxic,2026-03
dUag-RGvDlQ,"Wie meinen Sie, wer tut noch grün wählen😢😢😢",0,2026-03-09 19:22:40+00:00,neutral,2026-03
dUag-RGvDlQ,"Harbeck und Bärbock weg 
Und jetzt  kommt der nächste Grüne so ein Desaster man kann es nicht glauben. Es wird immer schlimmer 😭 😢 😭",0,2026-03-09 18:34:29+00:00,toxic,2026-03
dUag-RGvDlQ,Für die Verlierer ist das IMMER  Wahlbetrug!  Ein Verlierer braucht Anstand und Würde und das hat der Pöbel nicht. 😢😢😢,0,2026-03-09 18:33:00+00:00,toxic,2026-03
dUag-RGvDlQ,WAHLBETRUG WAHLBETRUG WAHLBETRUG,0,2026-03-09 17:46:28+00:00,toxic,2026-03
dUag-RGvDlQ,Die Grünen wo fast keiner will was sie gemacht haben Habeck und Barebock Verbrochen haben in Deutschland und so ein Ergebnis,0,2026-03-09 17:44:33+00:00,toxic,2026-03
dUag-RGvDlQ,Wahlbetrug gibt's nicht in Deutschland. Die oberen habens vielleicht abgemacht wer wo regiert. Und wir hatten doch die Wahl.,0,2026-03-09 16:34:02+00:00,toxic,2026-03
dUag-RGvDlQ,"es werden im Internet Bilder gezeigt, wo grüne Wahlbilder in den Wahlkabinen gezeigt werden, wo die Kreuze mit Bleistiften gemacht werden mussten.
Bleistifte kann man ja wieder wegradieren. Kugelschreiber-Kreuze nicht !!!
Deutschland ist endgültig verloren !!!!


----",0,2026-03-09 14:46:03+00:00,toxic,2026-03
dUag-RGvDlQ,Alles ist nur noch Verarsche . Wahlklamauk und Partystimmung danach wird die Auszählung der Stimmen demokratisiert .,0,2026-03-09 14:21:28+00:00,toxic,2026-03
dUag-RGvDlQ,👍 Wahlbetrug,0,2026-03-09 14:20:46+00:00,neutral,2026-03
dUag-RGvDlQ,Wahlalter bei 16 und die Backen gespreizt für Moslems .... Sowas kommt von sowas,0,2026-03-09 13:22:32+00:00,toxic,2026-03
dUag-RGvDlQ,Die beiden sind gleich allerdings unter 5%.,0,2026-03-09 12:55:51+00:00,neutral,2026-03
dUag-RGvDlQ,"Das kann sich ja nur Wahlbetrug handeln,so blöd kann doch keiner sein!!!",0,2026-03-09 12:29:17+00:00,toxic,2026-03
dUag-RGvDlQ,"Die machen es so wie es ihnen passt, hatten wir beim letzten Mal auch schon. Betrug!",0,2026-03-09 11:59:55+00:00,toxic,2026-03
dUag-RGvDlQ,"Erspare  uns euer ständiges AFD --Luegegeblabbre  , euer Widerwertiden HASSPREDIGTEN.....glaubt  dieser Verlogenen ......Kein Wort , sie vorgestrig ....,",1,2026-03-09 11:48:17+00:00,toxic,2026-03
dUag-RGvDlQ,"Warum wählen fast 30 % einen ungebildeten Schnösel, der den Treibhauseffekt nicht verstanden hat?",0,2026-03-09 11:24:37+00:00,toxic,2026-03
dUag-RGvDlQ,alles betrüger das ist nicht mit rechten dingen zugegangen,0,2026-03-09 11:21:56+00:00,toxic,2026-03
dUag-RGvDlQ,Jetzt sucht die AFD schon wieder in den Krümeln. Das ist vielleicht ein armseliger Haufen,0,2026-03-09 11:17:34+00:00,toxic,2026-03
dUag-RGvDlQ,Zu viele Dummköpfe in den Parteien und im ganzen Land und diese Blindgänger erlassen Gesetze. Man darf  nicht darüber nachdenken was in Deutschland alles möglich ist.,0,2026-03-09 11:13:06+00:00,toxic,2026-03
dUag-RGvDlQ,"Das ist doch quatch
Eine chanc wäre auch gut.
Aber nur eine",0,2026-03-09 11:08:27+00:00,neutral,2026-03
dUag-RGvDlQ,Davon ist auszugehen,0,2026-03-09 10:41:32+00:00,neutral,2026-03
dUag-RGvDlQ,Warum gehen wir noch wählen wenn von vornerein betrogen wird😮,0,2026-03-09 10:35:46+00:00,toxic,2026-03
dUag-RGvDlQ,So ein Assikanal!!!,0,2026-03-09 10:18:34+00:00,toxic,2026-03
dUag-RGvDlQ,"ist doch komisch, dass sie so hohe Prozente erreicht haben. Haben Zweifel bei der Auszählung.",0,2026-03-09 10:02:46+00:00,toxic,2026-03
dUag-RGvDlQ,"😂BDW Wahl stimmt was.nicht 
Neu Wahlen 😂",0,2026-03-09 09:50:37+00:00,neutral,2026-03
dUag-RGvDlQ,Was geht hier ab in BW?,0,2026-03-09 09:36:50+00:00,neutral,2026-03
dUag-RGvDlQ,"Wenn die linksgrüne Altenheimleitung die Wahlunterlagen selber ausfüllt um ihre staatl. Fördergelder zu sichern 🤔

Briefwahl wenn irgend möglich vermeiden!!",0,2026-03-09 09:36:48+00:00,toxic,2026-03
dUag-RGvDlQ,Frohnmeier war gar nicht auf der Wahliste hier in Heubach!,0,2026-03-09 09:36:17+00:00,toxic,2026-03
dUag-RGvDlQ,Frohnmeier war gar nicht auf der Wahliste hier in Heubach!,1,2026-03-09 09:35:29+00:00,toxic,2026-03
dUag-RGvDlQ,"Bolz hat auch schon mal Probleme, wie ich feststellen durfte. Für mich kein Geist, der einen Überblick hat. Eine Meinung, aber nicht mehr.",0,2026-03-09 09:18:01+00:00,toxic,2026-03
dUag-RGvDlQ,Nochmals wählen aber die Stimmen gut bewachen vor den Politiker Grünen,0,2026-03-09 09:12:56+00:00,toxic,2026-03
dUag-RGvDlQ,"Was erwartet ihr denn von Leuten,die in der Grundschule nicht mal die Sommerferien bestanden haben ? 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️",0,2026-03-09 08:54:17+00:00,neutral,2026-03
dUag-RGvDlQ,Zitat Alice Weidel: *Wir werden von Trotteln regiert* Zitat Ende....🤔,0,2026-03-09 08:53:00+00:00,toxic,2026-03
dUag-RGvDlQ,Glückwunsch Özdemir! AfDler sind schlechte Verlierer...,0,2026-03-09 08:44:56+00:00,toxic,2026-03
dUag-RGvDlQ,Amerikaner haben geholfen  zum wal Betrug,0,2026-03-09 08:44:27+00:00,neutral,2026-03
dUag-RGvDlQ,Welcher kpl Vollidiot wählt die Grünen ? und CDU ist auch nicht besser .,0,2026-03-09 08:42:47+00:00,toxic,2026-03
dUag-RGvDlQ,"Sie haben ganz einfach wieder betrogen, das wussten wir doch alle schon vor der Wahl. Warum legen sie Bleistifte hin 😅 Weg mit den Altparteien und Kriegstreibern, nur noch AFD und Alice Weidel als unsere Bundeskanzlerin für Deutschland ❤❤❤",0,2026-03-09 08:36:15+00:00,toxic,2026-03
dUag-RGvDlQ,"Auch diesmal steht der Wahlbetrug in großen Lettern über dieser Wahl !

Die GRÜNE Pest hat Deutschland dahin gebracht wo sie heute steht !
Deutschland steht am Rande des Abgrundes, mit den 
Altparteien (CDU/CSU, FDP, BÜNDNIS 90/DIE GRÜNEN , DIE LINKE, SPD) geht es einen Schritt weiter !

Der Deutsche Wähler hat wenig bis NICHTS hinzu gelernt !
NUR Narren, Dumme und Reiche wählen heute noch eine dieser Parteien !

CDU/CSU, FDP, BÜNDNIS 90/DIE GRÜNEN , DIE LINKE, SPD !",0,2026-03-09 08:30:19+00:00,toxic,2026-03
dUag-RGvDlQ,Wer hat denn die Grünen und die CDU/CSU gewählt das waren nicht die Wähler von der AFD !,0,2026-03-09 08:24:35+00:00,toxic,2026-03
dUag-RGvDlQ,Baden Würtenberg braucht jetzt nach der Landtagswahl nicht rumjammern ihr habt auf der AFD nicht gehört selbst schuld !,0,2026-03-09 08:21:46+00:00,toxic,2026-03
dUag-RGvDlQ,"man muss sicher vorsichtig sein wenn man von Wahlbetrug spricht aber ich kann mir wirklich nicht vorstellen das die 
BaWü Wähler so dumm sind die Grünen zu Wahl Siegern zu machen, die haben doch gesehen wo grüne Politik 
unter Kretschmann hin führt.
warten wir mal ab was jetzt bei den Landtagswahlen im Osten passiert denn hier liegt die AfD schon uneinholbar auf 
Platz 1 sollte es da zu ähnlichen Verschiebungen kommen kann man offen von Wahlbetrug sprechen.",1,2026-03-09 08:19:03+00:00,toxic,2026-03
dUag-RGvDlQ,"Ihr wollt einen Facharbeiter ihr wollt Facharbeiter. Ich bin einer mit über 30 Jahre Berufserfahrung und ich werde meine Koffer packen von diesem Land Deutschland auswandern 
Die, wo das Land zerstört haben, werden wieder gewählt",0,2026-03-09 08:15:00+00:00,toxic,2026-03
dUag-RGvDlQ,"Was soll das denn werden,lügen die Grünen besser als die Schwarzen(CDU).?",0,2026-03-09 08:13:05+00:00,toxic,2026-03
dUag-RGvDlQ,Wahlmanipulation und Wahlbetrug haben in Deutschland auch schon eine lange Geschichte 😢🤡🤪,0,2026-03-09 07:53:02+00:00,toxic,2026-03
dUag-RGvDlQ,"Ein Verbot , das Demente aus Wahlen ausschließt ist dringend geboten!",0,2026-03-09 07:49:31+00:00,toxic,2026-03
dUag-RGvDlQ,Hagel ist grüner als Özdemir 😂,0,2026-03-09 07:46:30+00:00,toxic,2026-03
dUag-RGvDlQ,"Wahlbetrug gegenüber der AFD garantiert.
Möchte gerne wissen wieviele Stimmen da unterschlagen wurden.",0,2026-03-09 07:45:22+00:00,toxic,2026-03
dUag-RGvDlQ,Manipulation  So verblödet kann doch allen Ernstes das Volk nicht sein oder ????,0,2026-03-09 07:34:06+00:00,toxic,2026-03
dUag-RGvDlQ,Wahlbetrug in relevantem Umfang halte ich für unwahrscheinlich. Ist auch gar nicht notwendig. Die Bürger werden doch täglich von der Tagesschau bestrahlt. Das reicht völlig für die Verblödung 🤷‍♂️,0,2026-03-09 07:28:47+00:00,toxic,2026-03
dUag-RGvDlQ,Verdummung ob CDU oder Grünen denkt an Kanonenfutter.,0,2026-03-09 07:10:00+00:00,toxic,2026-03
dUag-RGvDlQ,"Herr Frohnmaier hat signalisiert, dass er selbst kein Interesse hat. Was erzählen Sie da für Märchen???",0,2026-03-09 07:04:53+00:00,neutral,2026-03
dUag-RGvDlQ,"Die Deutschen gehen wählen.🤢🤮🤧
""Es ist verständlich, dass sich bei vielen das Gefühl breitmacht, es würde sich trotz Wahlen kaum etwas Grundlegendes ändern. Politische Trägheit und festgefahrene Strukturen können frustrierend wirken.",0,2026-03-09 07:02:41+00:00,toxic,2026-03
dUag-RGvDlQ,"Ich bin aus Stuttgart, Ich kenne keinen einzigen der noch die Altparteien wählen würde. Gut Stuttgart ist nicht ganz BW. Ich hatte schon ein komisches Gefühl als ich beim Wählen diese NGO-Tanten gesehen hab. Auf jeden Fall stinkt dieses Wahlergebnis gewaltig. Wer Wählt Betrug und Krieg? Gerade hier Bei Mercedes, Porsche und Bosch, ist denen nicht klar das sie ihren Job und damit auch ihr finanziertes Haus verlieren? Na gut sie können auf Kriegsproduktion umstellen ...",0,2026-03-09 06:40:45+00:00,toxic,2026-03
dUag-RGvDlQ,"Die wahl ist Bulschitt ü30% Grüne wer es glaubt wird Selig,,ich Wähl doch nicht nochmal die gleiche Partei die unser Land und die industrie gegen die Wand Fährt,wie blöde sind dennn die Leute da bitteschön,,,ich kann nur sagen ,mein beileid.😮😢",1,2026-03-09 06:38:29+00:00,toxic,2026-03
dUag-RGvDlQ,"Wahlbetrug? Das wird auch langsam ein Narrativ, das alle glauben sollen.Hm. Überlegt bitte mal, dass das alles evtl. schon festgelegt ist, und aus einer ganz mächtigen Ecke kommt.  Klingelts?",0,2026-03-09 06:27:57+00:00,toxic,2026-03
dUag-RGvDlQ,Ist doch klar wie Kloßbrühe ohne Betrug können die Altparteien nichts erreichen. Sie haben Angst die Macht zu verlieren. Schande den Altparteien nur noch AFD. Es lebe Alice.,0,2026-03-09 06:23:59+00:00,toxic,2026-03
dUag-RGvDlQ,"Seit Jahren herschen Wahl Betrüger, da ist unsere Justiz nich in der Lage gegen Betrüger vor zu gehn. Die wollen nicht, weil da auch solche Leute sitzen die nur um ihr Macht kämpfen. Es ist Sauerei pur.",0,2026-03-09 06:16:35+00:00,toxic,2026-03
dUag-RGvDlQ,jetzt sind wir am ENDE DEUTSCHLAND ade,0,2026-03-09 06:03:08+00:00,neutral,2026-03
dUag-RGvDlQ,"Das kann ich mir bei diesem ""LINKEN"" Pack sehr gut vorstellen!!",0,2026-03-09 05:39:05+00:00,toxic,2026-03
dUag-RGvDlQ,"Falsch ,nur ihr sprecht immer von Wahlbetrug.",1,2026-03-09 05:32:45+00:00,neutral,2026-03
dUag-RGvDlQ,"So einer will dann auch noch gewählt werden, dümmer geht's wirklich nicht mehr.",0,2026-03-09 05:26:38+00:00,toxic,2026-03
dUag-RGvDlQ,Die grünen haben keine sau gewählt... Sogar die Bauern wählen afd...jeder hat die Schnauze voll von dieser Politik und genau deshalb wählen viele NICHT DIE GRÜNEN... Das stinkt zum Himmel und ich hoffe die Afd bohrt da nach...,3,2026-03-09 04:52:37+00:00,toxic,2026-03
dUag-RGvDlQ,Moin Gemeinde! Ich hab die Schnauze voll!!!!!,0,2026-03-09 04:45:39+00:00,toxic,2026-03
dUag-RGvDlQ,Deutlich Wahlbetrug...so dumm kann keiner sein und Grün wählen,0,2026-03-09 04:43:35+00:00,toxic,2026-03
dUag-RGvDlQ,"Bestimmt würden die Wahlzettel dreimal umgedreht, bis das passende Ergebnis kam.",1,2026-03-09 04:28:26+00:00,toxic,2026-03
dUag-RGvDlQ,"Das Ergebnis kann nicht wahr sein, passend gemacht.",2,2026-03-09 04:16:31+00:00,neutral,2026-03
dUag-RGvDlQ,"Bei den ""Alt-Parteien"" ist Betrug an der Tagesordnung!",0,2026-03-09 04:15:35+00:00,toxic,2026-03
dUag-RGvDlQ,Das war wahjbetrug . Denn ich kenne nur Afad Wähler. Soviiele Deppen gibt's nicht die Grüne wählen. Was für Idioten,0,2026-03-09 04:08:55+00:00,toxic,2026-03
dUag-RGvDlQ,Treibhausgas Alter Schwede mei Bio Lehrer hätte denn rausgeworfen und wenn er noch mit Klimawandel da wäre es eskaliert er hätte ihn mal erklärt was Wetterzyklen die es im Austausch immer kommen !,0,2026-03-09 03:53:15+00:00,toxic,2026-03
dUag-RGvDlQ,"Eindeutig Wahlbetrug weil am 5.3.sah alles anders aus und sorry plötzlich gewinnt Grüne um fast 20% also bitte wer das glaubt nee echt , und Grün wer wählt die noch sogar in BW !",0,2026-03-09 03:51:11+00:00,toxic,2026-03
dUag-RGvDlQ,"Wahlbetrug bzw. Wahlmanipulation ist nicht neu,das gab es schon immer in Deutschland,icb kenne es nicht anders.",0,2026-03-09 03:40:35+00:00,toxic,2026-03
dUag-RGvDlQ,"Wahlbeteug war es schon immer, alles unter Kontrolle von der Oligarchie und ihr glaubt an dieses Pseudopolitisches System, das euch wie ein Gegenstand, eine Sache behandelt, das ist nämlich die Juristische Person, eine Fiktion, gleicht eine Toterklärung. Dabei sind wir Geistige Göttliche LEBENDIGE WESEN und besitzen unverhandelbare Menschenrechte die vom System missachtet und missbraucht werden. Das muss Enden",0,2026-03-09 02:55:45+00:00,toxic,2026-03
dUag-RGvDlQ,das war doch von Anfang an klar ich mein ---> GRÜNE???? wer noch klar bei verstand ist wählt sowas nicht!,0,2026-03-09 02:40:28+00:00,toxic,2026-03
dUag-RGvDlQ,"+++++++++++++++++++++++++++++++++++++++++++++
Baden-Württemberg : so wird es ganz bald aussehen.
Julia im Exil: Stuttgart 2045 klimaneutral
https://www.youtube.com/watch?v=5t_aNLwb13U
+++++++++++++++++++++++++++++++++++++++++++",1,2026-03-09 02:34:59+00:00,toxic,2026-03
dUag-RGvDlQ,Man muss nicht in der Schule gewesen sein um Politiker zu sein.,0,2026-03-09 01:57:11+00:00,neutral,2026-03
dUag-RGvDlQ,Wahlbeschiss 150 Prozent ist doch offensichtlich 30 Prozent  bei denen Spritpreise n DDR 2.0,0,2026-03-09 01:55:27+00:00,toxic,2026-03
dUag-RGvDlQ,voll Verhagelt,0,2026-03-09 01:50:16+00:00,neutral,2026-03
dUag-RGvDlQ,ES WIRD NUR NOCH GELOGEN UND BETROGEN,0,2026-03-09 00:41:03+00:00,toxic,2026-03
dUag-RGvDlQ,wer den oezdemir waehlt gehoert in ein irrenhaus,0,2026-03-09 00:19:07+00:00,toxic,2026-03
dUag-RGvDlQ,"schade, dass die badener so dumm geworden sind.",0,2026-03-09 00:17:00+00:00,toxic,2026-03
dUag-RGvDlQ,Alles nur getürkt.,0,2026-03-09 00:10:34+00:00,neutral,2026-03
dUag-RGvDlQ,Betrug,0,2026-03-08 22:55:27+00:00,neutral,2026-03
dUag-RGvDlQ,Das wußten wir doch schon lange vor der Wahl! es werden wieder Idioten regieren!,0,2026-03-08 22:49:55+00:00,toxic,2026-03
dUag-RGvDlQ,WAHLBETRUG gehört zu Deutschlands DNA   ,0,2026-03-08 22:24:11+00:00,toxic,2026-03
dUag-RGvDlQ,Da war wieder Wahl Betrug,0,2026-03-08 22:14:27+00:00,neutral,2026-03
dUag-RGvDlQ,"WAHLBETRUG 100% 
P.S. Nur noch 💙 AfD 💙 🇩🇪 ❤",0,2026-03-08 22:09:35+00:00,toxic,2026-03
dUag-RGvDlQ,Ich kann den Typ weder sehen noch hören. Diese Arroganz. 100 % Wahlbetrug.,0,2026-03-08 21:48:54+00:00,toxic,2026-03
dUag-RGvDlQ,"Jetzt wird das Land mit dieser Wahl erst recht an die Wand gefahren. Gratulation an die Deppen, die so gewählt haben. Ihr werdet das noch bitter bereuen.",0,2026-03-08 21:35:49+00:00,toxic,2026-03
dUag-RGvDlQ,"Armes Deutschland was Merkel weiter ruiniert. Es tut so weh,daß die Menschen diese Vernichter Deutschland, noch wählen.",0,2026-03-08 21:26:43+00:00,toxic,2026-03
dUag-RGvDlQ,"Der Typ hat von nix ne Ahnung, schade!",0,2026-03-08 21:22:46+00:00,toxic,2026-03
dUag-RGvDlQ,"Sie sagt: ""Wunderbar, bin beeindruckt"" !!!! WTFFAAAHH.... Wenn das der Wissenstand einer Lehrkraft ist, die Kindern ""Wissen"" vermittelt, dann ist es kein Wunder, dass wir uns zum Idiotenvolk entwickeln.
Naja ansonsten, wenn die Leute nicht als Wahlbeobachter sich zur Verfügung stellen, dann müssen sie damit rechnen verarscht zu werden.",0,2026-03-08 21:06:06+00:00,toxic,2026-03
dUag-RGvDlQ,"Ich glaube, so bescheuert sind die Wähler nicht. Für dieses Ergebnis gab es Null Argumente. Da die Altparteien zusammenhalen, werden sie einen Weg gefunden haben, wie man das Ergebnis hinbekommt.",0,2026-03-08 21:03:28+00:00,toxic,2026-03
dUag-RGvDlQ,"Wer wählt denn die Grünen. So bescheuert kann doch kei er sein. Wer wählt die CDU nach diesem desaströsen Jahr? Das passt nicht zusammen. Ich habe so viele Stimmen gehört, die AFD wählen wollten. Dieses Wahlergebnis ist absolut unrealistisch. Ich tippe auf Wahlbetrug zu 100%",0,2026-03-08 20:57:58+00:00,toxic,2026-03
dUag-RGvDlQ,es wird betrugen sonnst nicht wählen grüner die deutsche,0,2026-03-08 20:52:13+00:00,neutral,2026-03
dUag-RGvDlQ,"Die Grünen müssen  ausgelöscht werden  , für immer",0,2026-03-08 20:20:08+00:00,toxic,2026-03
dUag-RGvDlQ,"Die Wahl wurde manipuliert, weil man unmündige und lebensunerfahrene, von Lehrerschaft hirnmanipulierte Kinder zur Wahl zugelassen hat",0,2026-03-08 20:08:14+00:00,toxic,2026-03
dUag-RGvDlQ,EINFACH NUR NOCH ZUM KOTZEN 🤮😜😜😁😜😁,0,2026-03-08 19:49:16+00:00,toxic,2026-03
dUag-RGvDlQ,Wir sind am Arsch!!!!,1,2026-03-08 19:45:29+00:00,toxic,2026-03
dUag-RGvDlQ,"Hagel ist wirklich nicht der Hellste, aber da wird er mit Vorsatz reingelegt.
Mal nachfragen, was Özdemir zu dieser Frage von sich gibt.",0,2026-03-08 18:49:24+00:00,toxic,2026-03
Ws7ZZM_mD-M,"Ich hatte schon vor der Wahl gewarnt das jede Partei die zu den Wahlen zugelassen ist einen Wahlhelfer stellen
muss für jedes Wahllokal, den dann kann sowas nicht passieren, auch bei Briefwahl Aufzählung muss ein Wahlhelfer 
von jeder Partei dabei sein. Den dann kann keiner Bertrügen und Stimmen vernichten oder falsch Einordnen.
Aber man Redet ja in Deutschland nur mit der Wand da hat die AfD leider mit schuld das so was wie Wahlbetrug zu Ihren 
Nachteil, den die Altparteien kann man nicht vertrauen.",0,2025-11-05 20:12:24+00:00,toxic,2025-11
Ws7ZZM_mD-M,Betrug steht in Deutschland an 1.stelle,0,2025-11-05 12:41:18+00:00,neutral,2025-11
Ws7ZZM_mD-M,Damit hatten ja auch die Hitlerschergen schon Erfolg. Unter Kanzler Hitler Nachfolger Merz geht es weiter.,1,2025-11-04 15:45:08+00:00,toxic,2025-11
Ws7ZZM_mD-M,"Wo ist die Ehrlichkeit und der Anstand geblieben, die Moral und der Respekt gegenüber dem Volk.",3,2025-11-04 12:24:10+00:00,toxic,2025-11
Ws7ZZM_mD-M,Wahlbetrug hat immer System. Das gab es in Deutschland noch nie.,4,2025-11-02 22:22:06+00:00,neutral,2025-11
Ws7ZZM_mD-M,Deutschland ist ein Lüge und betrüge Verein unsere deutschen Politiker die größten Lügner auf der kompletten Welt nur weil sie die Macht erhalten wollen das ist ja wie bei 33 da wurde die macht auch einfach so genommen aber die Engländer haben den Krieg angefangen weil sie den Frieden nicht wollten,1,2025-11-02 18:58:12+00:00,toxic,2025-11
Ws7ZZM_mD-M,Altparteien Normalität. Machtgeilheit ist doch Super,4,2025-11-02 15:34:13+00:00,toxic,2025-11
Ws7ZZM_mD-M,Wer GLAUBT noch an das war ein VERSEHEN?? Diesen Altparteien traue ich alles zu nur nichts gutes.,6,2025-11-02 11:27:42+00:00,toxic,2025-11
Ws7ZZM_mD-M,Wahlbetrüger sofort in den Knast.,2,2025-11-02 11:13:33+00:00,toxic,2025-11
InGw3VtLx4A,Bei jeder Wahl in D wird betrogen. Das ist nichts Neues. Wir leben in einer Scheindemokratie.,2,2025-11-23 18:10:07+00:00,toxic,2025-11
InGw3VtLx4A,"Wer Wahlbetrug macht, gehört vor Gericht. Diese Leute müssen hart bestraft werden. Das ist Betrug am deutschen Volk.",3,2025-11-17 08:27:52+00:00,toxic,2025-11
InGw3VtLx4A,Danke für das aufdecken des Skandals,2,2025-11-10 18:52:07+00:00,neutral,2025-11
InGw3VtLx4A,"Das ist doch ein Fake-Video.
Warum sollte man so eine Straftat filmen?
Reg Dich doch ab. Die haben das Video nur gemacht, damit sie vom tatsächlichen Wahlbetrug ablenken können indem sie sich über Dich und die anderen die sich darüber aufregen, lächerlich machen können.",0,2025-02-27 04:47:03+00:00,toxic,2025-02
